profile	case	verdict	assertion	detail
frontier	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	6 request(s) recorded by the peer
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the turn does not end in ToolUse	MaxTokens
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
frontier	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }, UsageNotReported
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	FAIL	openai-compatible / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }, UsageNotReported
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	FAIL	openai-compatible / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
frontier	16-reasoning-x-structured-output	PASS	anthropic / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	anthropic / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	FAIL	anthropic / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	PASS	anthropic / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	anthropic / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
frontier	16-reasoning-x-structured-output	PASS	anthropic / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	anthropic / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	FAIL	anthropic / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	PASS	anthropic / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	anthropic / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
frontier	16-reasoning-x-structured-output	PASS	google / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	google / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	FAIL	google / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	PASS	google / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	google / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
frontier	16-reasoning-x-structured-output	PASS	google / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	google / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	FAIL	google / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
frontier	16-reasoning-x-structured-output	PASS	google / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
frontier	16-reasoning-x-structured-output	PASS	google / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
frontier	16-reasoning-x-structured-output	PASS	openai-compatible / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
frontier	16-reasoning-x-structured-output	PASS	anthropic / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
frontier	16-reasoning-x-structured-output	PASS	anthropic / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
frontier	16-reasoning-x-structured-output	PASS	google / stream() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
frontier	16-reasoning-x-structured-output	PASS	google / complete() CONTROL: with the block closed, the deliberated value does NOT come back — the cause is the intersection	Some(Err(SchemaMismatch { path: "", detail: "the model returned prose, not JSON — the schema was ignored" }))
frontier	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): junk frames are NOT FATAL — the turn completes (MEASURED-2)	the turn returned Ok
frontier	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): the stream really did carry junk — frames were skipped	MalformedFramesSkipped { count: 3 }, UsageNotReported
frontier	17-tools-x-malformed-frames	PASS	openai-compatible / stream(): ALL THREE CALLS SURVIVE THE JUNK, whole and unspliced — none lost, none merged	produced ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"], expected ["get_weather({\"city\":\"Berlin\"})", "get_weather({\"city\":\"Paris\"})", "get_time({\"zone\":\"CET\"})"]
